Frame:	Label:	Points:	Bounding Box ID:	Frame path: data3/kinshi-egg
3192	bowl	(51,141,45,44)	17	3192.jpg
3192	frying_pan	(97,96,83,101)	14	3192.jpg
3192	chopstick	(50,41,45,82)	18	3192.jpg
3192	baked_egg	(13,119,52,33)	2	3192.jpg
3192	person	(0,0,105,122)	1	3192.jpg
3193	table	(0,112,101,142)	29	3193.jpg
3193	stove	(103,112,154,123)	30	3193.jpg
3193	knife	(0,154,42,27)	22	3193.jpg
3193	cutting_board	(0,113,70,39)	19	3193.jpg
3193	bowl	(51,141,45,44)	17	3193.jpg
3193	frying_pan	(97,96,83,101)	14	3193.jpg
3193	chopstick	(48,39,47,84)	18	3193.jpg
3193	baked_egg	(13,119,52,33)	2	3193.jpg
3193	person	(0,0,107,114)	1	3193.jpg
3194	table	(0,112,101,142)	29	3194.jpg
3194	stove	(103,112,154,123)	30	3194.jpg
3194	knife	(0,154,42,27)	22	3194.jpg
3194	cutting_board	(0,113,70,39)	19	3194.jpg
3194	bowl	(51,141,45,44)	17	3194.jpg
3194	frying_pan	(97,96,83,101)	14	3194.jpg
3194	chopstick	(49,37,48,81)	18	3194.jpg
3194	baked_egg	(13,119,52,33)	2	3194.jpg
3194	person	(0,0,107,114)	1	3194.jpg
3195	table	(0,112,101,142)	29	3195.jpg
3195	stove	(103,112,154,123)	30	3195.jpg
3195	knife	(0,154,42,27)	22	3195.jpg
3195	cutting_board	(0,113,70,39)	19	3195.jpg
3195	bowl	(51,141,45,44)	17	3195.jpg
3195	frying_pan	(97,96,83,101)	14	3195.jpg
3195	chopstick	(51,35,47,83)	18	3195.jpg
3195	baked_egg	(13,119,52,33)	2	3195.jpg
3195	person	(0,0,107,114)	1	3195.jpg
3196	table	(0,112,101,142)	29	3196.jpg
3196	stove	(103,112,154,123)	30	3196.jpg
3196	knife	(0,154,42,27)	22	3196.jpg
3196	cutting_board	(0,113,70,39)	19	3196.jpg
3196	bowl	(51,141,45,44)	17	3196.jpg
3196	frying_pan	(97,96,83,101)	14	3196.jpg
3196	chopstick	(56,34,41,85)	18	3196.jpg
3196	baked_egg	(13,119,52,33)	2	3196.jpg
3196	person	(0,0,107,114)	1	3196.jpg
3197	table	(0,112,101,142)	29	3197.jpg
3197	stove	(103,112,154,123)	30	3197.jpg
3197	knife	(0,154,42,27)	22	3197.jpg
3197	cutting_board	(0,113,70,39)	19	3197.jpg
3197	bowl	(51,141,45,44)	17	3197.jpg
3197	frying_pan	(97,96,83,101)	14	3197.jpg
3197	chopstick	(59,33,39,86)	18	3197.jpg
3197	baked_egg	(13,119,52,33)	2	3197.jpg
3197	person	(0,0,107,114)	1	3197.jpg
3198	table	(0,112,101,142)	29	3198.jpg
3198	stove	(103,112,154,123)	30	3198.jpg
3198	knife	(0,154,42,27)	22	3198.jpg
3198	cutting_board	(0,113,70,39)	19	3198.jpg
3198	bowl	(51,141,45,44)	17	3198.jpg
3198	frying_pan	(97,96,83,101)	14	3198.jpg
3198	chopstick	(61,33,38,86)	18	3198.jpg
3198	baked_egg	(13,119,52,33)	2	3198.jpg
3198	person	(0,0,107,114)	1	3198.jpg
3199	table	(0,112,101,142)	29	3199.jpg
3199	stove	(103,112,154,123)	30	3199.jpg
3199	knife	(0,154,42,27)	22	3199.jpg
3199	cutting_board	(0,113,70,39)	19	3199.jpg
3199	bowl	(51,141,45,44)	17	3199.jpg
3199	frying_pan	(97,96,83,101)	14	3199.jpg
3199	chopstick	(61,33,38,86)	18	3199.jpg
3199	baked_egg	(13,119,52,33)	2	3199.jpg
3199	person	(0,0,107,114)	1	3199.jpg
3200	table	(0,112,101,142)	29	3200.jpg
3200	stove	(103,112,154,123)	30	3200.jpg
3200	knife	(0,154,42,27)	22	3200.jpg
3200	cutting_board	(0,113,70,39)	19	3200.jpg
3200	bowl	(51,141,45,44)	17	3200.jpg
3200	frying_pan	(97,96,83,101)	14	3200.jpg
3200	chopstick	(61,33,38,86)	18	3200.jpg
3200	baked_egg	(13,119,52,33)	2	3200.jpg
3200	person	(0,0,107,114)	1	3200.jpg
3201	table	(0,112,101,142)	29	3201.jpg
3201	stove	(103,112,154,123)	30	3201.jpg
3201	knife	(0,154,42,27)	22	3201.jpg
3201	cutting_board	(0,113,70,39)	19	3201.jpg
3201	bowl	(51,141,45,44)	17	3201.jpg
3201	frying_pan	(97,96,83,101)	14	3201.jpg
3201	chopstick	(61,33,38,86)	18	3201.jpg
3201	baked_egg	(13,119,52,33)	2	3201.jpg
3201	person	(0,0,107,114)	1	3201.jpg
3202	table	(0,112,101,142)	29	3202.jpg
3202	stove	(103,112,154,123)	30	3202.jpg
3202	knife	(0,154,42,27)	22	3202.jpg
3202	cutting_board	(0,113,70,39)	19	3202.jpg
3202	bowl	(51,141,45,44)	17	3202.jpg
3202	frying_pan	(97,96,83,101)	14	3202.jpg
3202	chopstick	(61,33,38,86)	18	3202.jpg
3202	baked_egg	(13,119,52,33)	2	3202.jpg
3202	person	(0,0,107,114)	1	3202.jpg
3203	table	(0,112,101,142)	29	3203.jpg
3203	stove	(103,112,154,123)	30	3203.jpg
3203	knife	(0,154,42,27)	22	3203.jpg
3203	cutting_board	(0,113,70,39)	19	3203.jpg
3203	bowl	(51,141,45,44)	17	3203.jpg
3203	frying_pan	(97,96,83,101)	14	3203.jpg
3203	chopstick	(61,33,38,86)	18	3203.jpg
3203	baked_egg	(13,119,52,33)	2	3203.jpg
3203	person	(0,0,107,114)	1	3203.jpg
3204	table	(0,112,101,142)	29	3204.jpg
3204	stove	(103,112,154,123)	30	3204.jpg
3204	knife	(0,154,42,27)	22	3204.jpg
3204	cutting_board	(0,113,70,39)	19	3204.jpg
3204	bowl	(51,141,45,44)	17	3204.jpg
3204	frying_pan	(97,96,83,101)	14	3204.jpg
3204	chopstick	(61,33,38,86)	18	3204.jpg
3204	baked_egg	(13,119,52,33)	2	3204.jpg
3204	person	(0,0,107,114)	1	3204.jpg
3205	table	(0,112,101,142)	29	3205.jpg
3205	stove	(103,112,154,123)	30	3205.jpg
3205	knife	(0,154,42,27)	22	3205.jpg
3205	cutting_board	(0,113,70,39)	19	3205.jpg
3205	bowl	(51,141,45,44)	17	3205.jpg
3205	frying_pan	(97,96,83,101)	14	3205.jpg
3205	chopstick	(63,30,30,91)	18	3205.jpg
3205	baked_egg	(13,119,52,33)	2	3205.jpg
3205	person	(0,0,107,114)	1	3205.jpg
3206	table	(0,112,101,142)	29	3206.jpg
3206	stove	(103,112,154,123)	30	3206.jpg
3206	knife	(0,154,42,27)	22	3206.jpg
3206	cutting_board	(0,113,70,39)	19	3206.jpg
3206	bowl	(51,141,45,44)	17	3206.jpg
3206	frying_pan	(97,96,83,101)	14	3206.jpg
3206	chopstick	(65,29,24,91)	18	3206.jpg
3206	baked_egg	(13,119,52,33)	2	3206.jpg
3206	person	(0,0,107,114)	1	3206.jpg
3207	table	(0,112,101,142)	29	3207.jpg
3207	stove	(103,112,154,123)	30	3207.jpg
3207	knife	(0,154,42,27)	22	3207.jpg
3207	cutting_board	(0,113,70,39)	19	3207.jpg
3207	bowl	(51,141,45,44)	17	3207.jpg
3207	frying_pan	(97,96,83,101)	14	3207.jpg
3207	chopstick	(67,30,19,102)	18	3207.jpg
3207	baked_egg	(13,119,52,33)	2	3207.jpg
3207	person	(0,0,107,114)	1	3207.jpg
3208	table	(0,112,101,142)	29	3208.jpg
3208	stove	(103,112,154,123)	30	3208.jpg
3208	knife	(0,154,42,27)	22	3208.jpg
3208	cutting_board	(0,113,70,39)	19	3208.jpg
3208	bowl	(51,141,45,44)	17	3208.jpg
3208	frying_pan	(97,96,83,101)	14	3208.jpg
3208	chopstick	(65,31,18,103)	18	3208.jpg
3208	baked_egg	(13,119,52,33)	2	3208.jpg
3208	person	(0,0,107,114)	1	3208.jpg
3209	table	(0,112,101,142)	29	3209.jpg
3209	stove	(103,112,154,123)	30	3209.jpg
3209	knife	(0,154,42,27)	22	3209.jpg
3209	cutting_board	(0,113,70,39)	19	3209.jpg
3209	bowl	(51,141,45,44)	17	3209.jpg
3209	frying_pan	(97,96,83,101)	14	3209.jpg
3209	chopstick	(61,34,24,114)	18	3209.jpg
3209	baked_egg	(13,119,52,33)	2	3209.jpg
3209	person	(0,0,107,114)	1	3209.jpg
3210	table	(0,112,101,142)	29	3210.jpg
3210	stove	(103,112,154,123)	30	3210.jpg
3210	knife	(0,154,42,27)	22	3210.jpg
3210	cutting_board	(0,113,70,39)	19	3210.jpg
3210	bowl	(51,141,45,44)	17	3210.jpg
3210	frying_pan	(97,96,83,101)	14	3210.jpg
3210	chopstick	(54,39,33,115)	18	3210.jpg
3210	baked_egg	(13,119,52,33)	2	3210.jpg
3210	person	(0,0,107,114)	1	3210.jpg
3211	table	(0,112,101,142)	29	3211.jpg
3211	stove	(103,112,154,123)	30	3211.jpg
3211	knife	(0,154,42,27)	22	3211.jpg
3211	cutting_board	(0,113,70,39)	19	3211.jpg
3211	bowl	(51,141,45,44)	17	3211.jpg
3211	frying_pan	(97,96,83,101)	14	3211.jpg
3211	chopstick	(52,46,34,116)	18	3211.jpg
3211	baked_egg	(13,119,52,33)	2	3211.jpg
3211	person	(0,0,113,114)	1	3211.jpg
3212	table	(0,112,101,142)	29	3212.jpg
3212	stove	(103,112,154,123)	30	3212.jpg
3212	knife	(0,154,42,27)	22	3212.jpg
3212	cutting_board	(0,113,70,39)	19	3212.jpg
3212	bowl	(51,141,45,44)	17	3212.jpg
3212	frying_pan	(97,96,83,101)	14	3212.jpg
3212	chopstick	(51,59,35,112)	18	3212.jpg
3212	baked_egg	(13,119,52,33)	2	3212.jpg
3212	person	(0,0,114,114)	1	3212.jpg
3213	table	(0,112,101,142)	29	3213.jpg
3213	stove	(103,112,154,123)	30	3213.jpg
3213	knife	(0,154,42,27)	22	3213.jpg
3213	cutting_board	(0,113,70,39)	19	3213.jpg
3213	bowl	(51,141,45,44)	17	3213.jpg
3213	frying_pan	(97,96,83,101)	14	3213.jpg
3213	chopstick	(50,70,37,111)	18	3213.jpg
3213	baked_egg	(13,119,52,33)	2	3213.jpg
3213	person	(0,0,116,123)	1	3213.jpg
3214	table	(0,112,101,142)	29	3214.jpg
3214	stove	(103,112,154,123)	30	3214.jpg
3214	knife	(0,154,42,27)	22	3214.jpg
3214	cutting_board	(0,113,70,39)	19	3214.jpg
3214	bowl	(51,141,45,44)	17	3214.jpg
3214	frying_pan	(97,96,83,101)	14	3214.jpg
3214	chopstick	(50,82,37,104)	18	3214.jpg
3214	baked_egg	(13,119,52,33)	2	3214.jpg
3214	person	(0,0,116,135)	1	3214.jpg
3215	table	(0,112,101,142)	29	3215.jpg
3215	stove	(103,112,154,123)	30	3215.jpg
3215	knife	(0,154,42,27)	22	3215.jpg
3215	cutting_board	(0,113,70,39)	19	3215.jpg
3215	bowl	(51,141,45,44)	17	3215.jpg
3215	frying_pan	(97,96,83,101)	14	3215.jpg
3215	chopstick	(54,93,35,106)	18	3215.jpg
3215	baked_egg	(13,119,52,33)	2	3215.jpg
3215	person	(0,0,116,148)	1	3215.jpg
3216	table	(0,112,101,142)	29	3216.jpg
3216	stove	(103,112,154,123)	30	3216.jpg
3216	knife	(0,154,42,27)	22	3216.jpg
3216	cutting_board	(0,113,70,39)	19	3216.jpg
3216	bowl	(51,141,45,44)	17	3216.jpg
3216	frying_pan	(97,96,83,101)	14	3216.jpg
3216	chopstick	(55,97,33,105)	18	3216.jpg
3216	baked_egg	(13,119,52,33)	2	3216.jpg
3216	person	(0,0,114,153)	1	3216.jpg
3217	table	(0,112,101,142)	29	3217.jpg
3217	stove	(103,112,154,123)	30	3217.jpg
3217	knife	(0,154,42,27)	22	3217.jpg
3217	cutting_board	(0,113,70,39)	19	3217.jpg
3217	bowl	(51,141,45,44)	17	3217.jpg
3217	frying_pan	(97,96,83,101)	14	3217.jpg
3217	chopstick	(57,103,30,106)	18	3217.jpg
3217	baked_egg	(13,119,52,33)	2	3217.jpg
3217	person	(0,0,114,156)	1	3217.jpg
3218	table	(0,112,101,142)	29	3218.jpg
3218	stove	(103,112,154,123)	30	3218.jpg
3218	knife	(0,154,42,27)	22	3218.jpg
3218	cutting_board	(0,113,70,39)	19	3218.jpg
3218	bowl	(51,141,45,44)	17	3218.jpg
3218	frying_pan	(97,96,83,101)	14	3218.jpg
3218	chopstick	(58,106,30,103)	18	3218.jpg
3218	baked_egg	(13,119,52,33)	2	3218.jpg
3218	person	(0,0,114,163)	1	3218.jpg
3219	table	(0,112,101,142)	29	3219.jpg
3219	stove	(103,112,154,123)	30	3219.jpg
3219	knife	(0,154,42,27)	22	3219.jpg
3219	cutting_board	(0,113,70,39)	19	3219.jpg
3219	bowl	(51,141,45,44)	17	3219.jpg
3219	frying_pan	(97,96,83,101)	14	3219.jpg
3219	chopstick	(57,108,30,103)	18	3219.jpg
3219	baked_egg	(13,119,52,33)	2	3219.jpg
3219	person	(0,0,114,163)	1	3219.jpg
3220	table	(0,112,101,142)	29	3220.jpg
3220	stove	(103,112,154,123)	30	3220.jpg
3220	knife	(0,154,42,27)	22	3220.jpg
3220	cutting_board	(0,113,70,39)	19	3220.jpg
3220	bowl	(51,141,45,44)	17	3220.jpg
3220	frying_pan	(97,96,83,101)	14	3220.jpg
3220	chopstick	(56,111,33,100)	18	3220.jpg
3220	baked_egg	(13,119,52,33)	2	3220.jpg
3220	person	(0,0,114,163)	1	3220.jpg
3221	table	(0,112,101,142)	29	3221.jpg
3221	stove	(103,112,154,123)	30	3221.jpg
3221	knife	(0,154,42,27)	22	3221.jpg
3221	cutting_board	(0,113,70,39)	19	3221.jpg
3221	bowl	(51,141,45,44)	17	3221.jpg
3221	frying_pan	(97,96,83,101)	14	3221.jpg
3221	chopstick	(56,111,33,100)	18	3221.jpg
3221	baked_egg	(13,119,52,33)	2	3221.jpg
3221	person	(0,0,114,163)	1	3221.jpg
3222	table	(0,112,101,142)	29	3222.jpg
3222	stove	(103,112,154,123)	30	3222.jpg
3222	knife	(0,154,42,27)	22	3222.jpg
3222	cutting_board	(0,113,70,39)	19	3222.jpg
3222	bowl	(51,141,45,44)	17	3222.jpg
3222	frying_pan	(97,96,83,101)	14	3222.jpg
3222	chopstick	(56,111,33,100)	18	3222.jpg
3222	baked_egg	(13,119,52,33)	2	3222.jpg
3222	person	(0,0,114,163)	1	3222.jpg
3223	table	(0,112,101,142)	29	3223.jpg
3223	stove	(103,112,154,123)	30	3223.jpg
3223	knife	(0,154,42,27)	22	3223.jpg
3223	cutting_board	(0,113,70,39)	19	3223.jpg
3223	bowl	(51,141,45,44)	17	3223.jpg
3223	frying_pan	(97,96,83,101)	14	3223.jpg
3223	chopstick	(56,111,33,100)	18	3223.jpg
3223	baked_egg	(13,119,52,33)	2	3223.jpg
3223	person	(0,0,114,163)	1	3223.jpg
3224	table	(0,112,101,142)	29	3224.jpg
3224	stove	(103,112,154,123)	30	3224.jpg
3224	knife	(0,154,42,27)	22	3224.jpg
3224	cutting_board	(0,113,70,39)	19	3224.jpg
3224	bowl	(51,141,45,44)	17	3224.jpg
3224	frying_pan	(97,96,83,101)	14	3224.jpg
3224	chopstick	(59,114,27,97)	18	3224.jpg
3224	baked_egg	(13,119,52,33)	2	3224.jpg
3224	person	(0,0,114,163)	1	3224.jpg
3225	table	(0,112,101,142)	29	3225.jpg
3225	stove	(103,112,154,123)	30	3225.jpg
3225	knife	(0,154,42,27)	22	3225.jpg
3225	cutting_board	(0,113,70,39)	19	3225.jpg
3225	bowl	(51,141,45,44)	17	3225.jpg
3225	frying_pan	(97,96,83,101)	14	3225.jpg
3225	chopstick	(62,117,23,95)	18	3225.jpg
3225	baked_egg	(13,119,52,33)	2	3225.jpg
3225	person	(0,0,114,163)	1	3225.jpg
3226	table	(0,112,101,142)	29	3226.jpg
3226	stove	(103,112,154,123)	30	3226.jpg
3226	knife	(0,154,42,27)	22	3226.jpg
3226	cutting_board	(0,113,70,39)	19	3226.jpg
3226	bowl	(51,141,45,44)	17	3226.jpg
3226	frying_pan	(97,96,83,101)	14	3226.jpg
3226	chopstick	(62,119,23,93)	18	3226.jpg
3226	baked_egg	(13,119,52,33)	2	3226.jpg
3226	person	(0,0,114,163)	1	3226.jpg
3227	table	(0,112,101,142)	29	3227.jpg
3227	stove	(103,112,154,123)	30	3227.jpg
3227	knife	(0,154,42,27)	22	3227.jpg
3227	cutting_board	(0,113,70,39)	19	3227.jpg
3227	bowl	(51,141,45,44)	17	3227.jpg
3227	frying_pan	(97,96,83,101)	14	3227.jpg
3227	chopstick	(62,119,23,93)	18	3227.jpg
3227	baked_egg	(13,119,52,33)	2	3227.jpg
3227	person	(0,0,114,163)	1	3227.jpg
3228	table	(0,112,101,142)	29	3228.jpg
3228	stove	(103,112,154,123)	30	3228.jpg
3228	knife	(0,154,42,27)	22	3228.jpg
3228	cutting_board	(0,113,70,39)	19	3228.jpg
3228	bowl	(51,141,45,44)	17	3228.jpg
3228	frying_pan	(97,96,83,101)	14	3228.jpg
3228	chopstick	(62,119,23,93)	18	3228.jpg
3228	baked_egg	(13,119,52,33)	2	3228.jpg
3228	person	(0,0,114,163)	1	3228.jpg
3229	table	(0,112,101,142)	29	3229.jpg
3229	stove	(103,112,154,123)	30	3229.jpg
3229	knife	(0,154,42,27)	22	3229.jpg
3229	cutting_board	(0,113,70,39)	19	3229.jpg
3229	bowl	(51,141,45,44)	17	3229.jpg
3229	frying_pan	(97,96,83,101)	14	3229.jpg
3229	chopstick	(62,119,23,93)	18	3229.jpg
3229	baked_egg	(13,119,52,33)	2	3229.jpg
3229	person	(0,0,114,163)	1	3229.jpg
3230	table	(0,112,101,142)	29	3230.jpg
3230	stove	(103,112,154,123)	30	3230.jpg
3230	knife	(0,154,42,27)	22	3230.jpg
3230	cutting_board	(0,113,70,39)	19	3230.jpg
3230	bowl	(51,141,45,44)	17	3230.jpg
3230	frying_pan	(97,96,83,101)	14	3230.jpg
3230	chopstick	(62,119,23,93)	18	3230.jpg
3230	baked_egg	(13,119,52,33)	2	3230.jpg
3230	person	(0,0,114,163)	1	3230.jpg
3231	table	(0,112,101,142)	29	3231.jpg
3231	stove	(103,112,154,123)	30	3231.jpg
3231	knife	(0,154,42,27)	22	3231.jpg
3231	cutting_board	(0,113,70,39)	19	3231.jpg
3231	bowl	(51,141,45,44)	17	3231.jpg
3231	frying_pan	(97,96,83,101)	14	3231.jpg
3231	chopstick	(62,119,23,93)	18	3231.jpg
3231	baked_egg	(13,119,52,33)	2	3231.jpg
3231	person	(0,0,114,163)	1	3231.jpg
3232	table	(0,112,101,142)	29	3232.jpg
3232	stove	(103,112,154,123)	30	3232.jpg
3232	knife	(0,154,42,27)	22	3232.jpg
3232	cutting_board	(0,113,70,39)	19	3232.jpg
3232	bowl	(51,141,45,44)	17	3232.jpg
3232	frying_pan	(97,96,83,101)	14	3232.jpg
3232	chopstick	(64,120,20,94)	18	3232.jpg
3232	baked_egg	(13,119,52,33)	2	3232.jpg
3232	person	(0,0,114,163)	1	3232.jpg
3233	table	(0,112,101,142)	29	3233.jpg
3233	stove	(103,112,154,123)	30	3233.jpg
3233	knife	(0,154,42,27)	22	3233.jpg
3233	cutting_board	(0,113,70,39)	19	3233.jpg
3233	bowl	(51,141,45,44)	17	3233.jpg
3233	frying_pan	(97,96,83,101)	14	3233.jpg
3233	chopstick	(64,120,20,94)	18	3233.jpg
3233	baked_egg	(13,119,52,33)	2	3233.jpg
3233	person	(0,0,114,163)	1	3233.jpg
3234	table	(0,112,101,142)	29	3234.jpg
3234	stove	(103,112,154,123)	30	3234.jpg
3234	knife	(0,154,42,27)	22	3234.jpg
3234	cutting_board	(0,113,70,39)	19	3234.jpg
3234	bowl	(51,141,45,44)	17	3234.jpg
3234	frying_pan	(97,96,83,101)	14	3234.jpg
3234	chopstick	(64,120,20,94)	18	3234.jpg
3234	baked_egg	(13,119,52,33)	2	3234.jpg
3234	person	(0,0,114,163)	1	3234.jpg
3235	table	(0,112,101,142)	29	3235.jpg
3235	stove	(103,112,154,123)	30	3235.jpg
3235	knife	(0,154,42,27)	22	3235.jpg
3235	cutting_board	(0,113,70,39)	19	3235.jpg
3235	bowl	(51,141,45,44)	17	3235.jpg
3235	frying_pan	(97,96,83,101)	14	3235.jpg
3235	chopstick	(64,120,20,94)	18	3235.jpg
3235	baked_egg	(13,119,52,33)	2	3235.jpg
3235	person	(0,0,114,163)	1	3235.jpg
3236	table	(0,112,101,142)	29	3236.jpg
3236	stove	(103,112,154,123)	30	3236.jpg
3236	knife	(0,154,42,27)	22	3236.jpg
3236	cutting_board	(0,113,70,39)	19	3236.jpg
3236	bowl	(51,141,45,44)	17	3236.jpg
3236	frying_pan	(97,96,83,101)	14	3236.jpg
3236	chopstick	(64,120,20,94)	18	3236.jpg
3236	baked_egg	(13,119,52,33)	2	3236.jpg
3236	person	(0,0,114,163)	1	3236.jpg
3237	table	(0,112,101,142)	29	3237.jpg
3237	stove	(103,112,154,123)	30	3237.jpg
3237	knife	(0,154,42,27)	22	3237.jpg
3237	cutting_board	(0,113,70,39)	19	3237.jpg
3237	bowl	(51,141,45,44)	17	3237.jpg
3237	frying_pan	(97,96,83,101)	14	3237.jpg
3237	chopstick	(64,120,20,94)	18	3237.jpg
3237	baked_egg	(13,119,52,33)	2	3237.jpg
3237	person	(0,0,114,163)	1	3237.jpg
3238	table	(0,112,101,142)	29	3238.jpg
3238	stove	(103,112,154,123)	30	3238.jpg
3238	knife	(0,154,42,27)	22	3238.jpg
3238	cutting_board	(0,113,70,39)	19	3238.jpg
3238	bowl	(51,141,45,44)	17	3238.jpg
3238	frying_pan	(97,96,83,101)	14	3238.jpg
3238	chopstick	(64,120,20,94)	18	3238.jpg
3238	baked_egg	(13,119,52,33)	2	3238.jpg
3238	person	(0,0,114,163)	1	3238.jpg
3239	table	(0,112,101,142)	29	3239.jpg
3239	stove	(103,112,154,123)	30	3239.jpg
3239	knife	(0,154,42,27)	22	3239.jpg
3239	cutting_board	(0,113,70,39)	19	3239.jpg
3239	bowl	(51,141,45,44)	17	3239.jpg
3239	frying_pan	(97,96,83,101)	14	3239.jpg
3239	chopstick	(64,120,20,94)	18	3239.jpg
3239	baked_egg	(13,119,52,33)	2	3239.jpg
3239	person	(0,0,114,163)	1	3239.jpg
3240	table	(0,112,101,142)	29	3240.jpg
3240	stove	(103,112,154,123)	30	3240.jpg
3240	knife	(0,154,42,27)	22	3240.jpg
3240	cutting_board	(0,113,70,39)	19	3240.jpg
3240	bowl	(51,141,45,44)	17	3240.jpg
3240	frying_pan	(97,96,83,101)	14	3240.jpg
3240	chopstick	(67,148,18,65)	18	3240.jpg
3240	baked_egg	(13,119,52,33)	2	3240.jpg
3240	person	(0,0,114,163)	1	3240.jpg
3241	table	(0,112,101,142)	29	3241.jpg
3241	stove	(103,112,154,123)	30	3241.jpg
3241	knife	(0,154,42,27)	22	3241.jpg
3241	cutting_board	(0,113,70,39)	19	3241.jpg
3241	bowl	(51,141,45,44)	17	3241.jpg
3241	frying_pan	(97,96,83,101)	14	3241.jpg
3241	chopstick	(67,142,18,70)	18	3241.jpg
3241	baked_egg	(13,119,52,33)	2	3241.jpg
3241	person	(0,0,114,163)	1	3241.jpg
3242	table	(0,112,101,142)	29	3242.jpg
3242	stove	(103,112,154,123)	30	3242.jpg
3242	knife	(0,154,42,27)	22	3242.jpg
3242	cutting_board	(0,113,70,39)	19	3242.jpg
3242	bowl	(51,141,45,44)	17	3242.jpg
3242	frying_pan	(97,96,83,101)	14	3242.jpg
3242	chopstick	(66,135,20,78)	18	3242.jpg
3242	baked_egg	(13,119,52,33)	2	3242.jpg
3242	person	(0,0,115,151)	1	3242.jpg
3243	table	(0,112,101,142)	29	3243.jpg
3243	stove	(103,112,154,123)	30	3243.jpg
3243	knife	(0,154,42,27)	22	3243.jpg
3243	cutting_board	(0,113,70,39)	19	3243.jpg
3243	bowl	(51,141,45,44)	17	3243.jpg
3243	frying_pan	(97,96,83,101)	14	3243.jpg
3243	chopstick	(64,128,21,82)	18	3243.jpg
3243	baked_egg	(13,119,52,33)	2	3243.jpg
3243	person	(0,0,116,141)	1	3243.jpg
3244	table	(0,112,101,142)	29	3244.jpg
3244	stove	(103,112,154,123)	30	3244.jpg
3244	knife	(0,154,42,27)	22	3244.jpg
3244	cutting_board	(0,113,70,39)	19	3244.jpg
3244	bowl	(51,141,45,44)	17	3244.jpg
3244	frying_pan	(97,96,83,101)	14	3244.jpg
3244	chopstick	(65,120,19,91)	18	3244.jpg
3244	baked_egg	(13,119,52,33)	2	3244.jpg
3244	person	(0,0,114,137)	1	3244.jpg
3245	table	(0,112,101,142)	29	3245.jpg
3245	stove	(103,112,154,123)	30	3245.jpg
3245	knife	(0,154,42,27)	22	3245.jpg
3245	cutting_board	(0,113,70,39)	19	3245.jpg
3245	bowl	(51,141,45,44)	17	3245.jpg
3245	frying_pan	(97,96,83,101)	14	3245.jpg
3245	chopstick	(63,120,21,91)	18	3245.jpg
3245	baked_egg	(13,119,52,33)	2	3245.jpg
3245	person	(0,0,115,136)	1	3245.jpg
3246	table	(0,112,101,142)	29	3246.jpg
3246	stove	(103,112,154,123)	30	3246.jpg
3246	knife	(0,154,42,27)	22	3246.jpg
3246	cutting_board	(0,113,70,39)	19	3246.jpg
3246	bowl	(51,141,45,44)	17	3246.jpg
3246	frying_pan	(97,96,83,101)	14	3246.jpg
3246	chopstick	(63,120,21,91)	18	3246.jpg
3246	baked_egg	(13,119,52,33)	2	3246.jpg
3246	person	(0,0,109,132)	1	3246.jpg
3247	table	(0,112,101,142)	29	3247.jpg
3247	stove	(103,112,154,123)	30	3247.jpg
3247	knife	(0,154,42,27)	22	3247.jpg
3247	cutting_board	(0,113,70,39)	19	3247.jpg
3247	bowl	(51,141,45,44)	17	3247.jpg
3247	frying_pan	(97,96,83,101)	14	3247.jpg
3247	chopstick	(63,120,21,91)	18	3247.jpg
3247	baked_egg	(13,119,52,33)	2	3247.jpg
3247	person	(0,0,107,133)	1	3247.jpg
3248	table	(0,112,101,142)	29	3248.jpg
3248	stove	(103,112,154,123)	30	3248.jpg
3248	knife	(0,154,42,27)	22	3248.jpg
3248	cutting_board	(0,113,70,39)	19	3248.jpg
3248	bowl	(51,141,45,44)	17	3248.jpg
3248	frying_pan	(97,96,83,101)	14	3248.jpg
3248	chopstick	(63,120,21,91)	18	3248.jpg
3248	baked_egg	(13,119,52,33)	2	3248.jpg
3248	person	(0,0,104,137)	1	3248.jpg
3249	table	(0,112,101,142)	29	3249.jpg
3249	stove	(103,112,154,123)	30	3249.jpg
3249	knife	(0,154,42,27)	22	3249.jpg
3249	cutting_board	(0,113,70,39)	19	3249.jpg
3249	bowl	(51,141,45,44)	17	3249.jpg
3249	frying_pan	(97,96,83,101)	14	3249.jpg
3249	chopstick	(63,120,21,91)	18	3249.jpg
3249	baked_egg	(13,119,52,33)	2	3249.jpg
3249	person	(0,0,102,144)	1	3249.jpg
3250	table	(0,112,101,142)	29	3250.jpg
3250	stove	(103,112,154,123)	30	3250.jpg
3250	knife	(0,154,42,27)	22	3250.jpg
3250	cutting_board	(0,113,70,39)	19	3250.jpg
3250	bowl	(51,141,45,44)	17	3250.jpg
3250	frying_pan	(97,96,83,101)	14	3250.jpg
3250	chopstick	(63,120,21,91)	18	3250.jpg
3250	baked_egg	(13,119,52,33)	2	3250.jpg
3250	person	(0,0,97,149)	1	3250.jpg
3251	table	(0,112,101,142)	29	3251.jpg
3251	stove	(103,112,154,123)	30	3251.jpg
3251	knife	(0,154,42,27)	22	3251.jpg
3251	cutting_board	(0,113,70,39)	19	3251.jpg
3251	bowl	(51,141,45,44)	17	3251.jpg
3251	frying_pan	(97,96,83,101)	14	3251.jpg
3251	chopstick	(63,120,21,91)	18	3251.jpg
